accno,store_name,rep_code,rep_name,health_score,tier_code,tier_label,tier_emoji,freq_3m,freq_6m,freq_12m,freq_score,visits_6m,visits_per_month,days_since_purchase,cadence_score,n_cats_all,n_cats_12m,cats_12m,basket_score,sku_depth_score,sku_depth_detail,trend_slope_pct,trend_score
KS129,Siza Bantu Mkhwenyana Hardware,NP,Nikhil Panchal,51.1,at_risk,At-Risk,🟠,1.67,1.5,1.42,37.5,3,0.5,31,25.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,89.5,PVA Paints:4.9%; Enamel:21.3%; Primers:17.5%; Waterproofing:21.1%; Woodcare:84.0%; Accessories:18.2%; QD Enamel:9.6%; Floor & Roof Paints:12.2%; General:12.5%,-16.13,0.0
KQ011,Quick Solutions,AC,Aboo Cassim,50.9,narrow,Active but Narrow,🟡,2.0,2.17,2.08,54.2,0,0.0,4,0.0,8,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings",67.3,14.2,PVA Paints:3.9%; Specialised Coatings:8.3%; Enamel:2.2%; Accessories:3.0%; Floor & Roof Paints:1.4%; Primers:5.0%; QD Enamel:1.0%,20.27,100.0
KC013,Central Building Supplies,NP,Nikhil Panchal,50.6,at_risk,At-Risk,🟠,1.34,1.17,0.92,29.2,0,0.0,33,0.0,11,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",94.5,100.0,PVA Paints:17.5%; Enamel:25.1%; Floor & Roof Paints:27.0%; Primers:20.0%; Waterproofing:26.3%; Woodcare:72.0%; Putty:62.5%; General:27.1%; QD Enamel:7.7%; Accessories:12.1%,-14.2,0.0
KL032,Mala Hardware ta Limpopo HW,NP,Nikhil Panchal,50.5,at_risk,At-Risk,🟠,1.34,1.34,1.33,33.5,5,0.83,34,41.7,10,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",85.5,68.0,Enamel:13.1%; Primers:10.0%; Accessories:18.2%; QD Enamel:13.5%; Putty:37.5%; General:18.8%; PVA Paints:0.6%; Waterproofing:13.2%; Woodcare:28.0%,-20.79,0.0
KE010,Easy Build Soweto,NP,Nikhil Panchal,50.3,at_risk,At-Risk,🟠,0.67,1.17,1.0,29.2,1,0.17,13,8.3,11,9,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",89.1,100.0,PVA Paints:10.0%; Primers:20.0%; Enamel:27.9%; Woodcare:84.0%; Floor & Roof Paints:13.5%; General:33.3%; Putty:37.5%; QD Enamel:8.7%; Specialised Coatings:16.7%,-21.36,0.0
KH034,HOME BUILD,NP,Nikhil Panchal,50.3,narrow,Active but Narrow,🟡,1.0,0.67,1.08,16.8,0,0.0,12,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Putty, QD Enamel, Waterproofing, Woodcare",72.7,62.0,Enamel:12.0%; PVA Paints:1.6%; QD Enamel:1.9%; Woodcare:32.0%; General:18.8%; Waterproofing:23.7%; Accessories:9.1%; Putty:25.0%,116.57,100.0
KM064,Masons Home Hardware,AC,Aboo Cassim,50.2,at_risk,At-Risk,🟠,1.34,1.84,1.75,46.0,1,0.17,7,8.3,9,8,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",76.4,87.1,PVA Paints:1.6%; Floor & Roof Paints:18.9%; Enamel:22.4%; Specialised Coatings:16.7%; Woodcare:68.0%; General:35.4%; QD Enamel:8.7%; Primers:2.5%,-7.97,10.1
KB010,Beras Hardware Wholesaler,BV,Bhadresh Vallabh,50.1,at_risk,At-Risk,🟠,1.67,1.84,2.17,46.0,0,0.0,27,0.0,10,8,"Enamel, Floor & Roof Paints, General, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",80.0,97.5,Enamel:24.0%; Putty:50.0%; Primers:27.5%; Specialised Coatings:16.7%; Woodcare:60.0%; Floor & Roof Paints:2.7%; QD Enamel:3.8%; General:10.4%,-13.79,0.0
KM025,Masons Hardware,AC,Aboo Cassim,50.1,at_risk,At-Risk,🟠,0.33,0.67,0.83,16.8,12,2.0,6,100.0,7,7,"Enamel, Floor & Roof Paints, General, PVA Paints, QD Enamel, Specialised Coatings, Woodcare",63.6,59.7,PVA Paints:0.3%; Enamel:15.8%; QD Enamel:1.9%; Woodcare:72.0%; Floor & Roof Paints:4.1%; Specialised Coatings:8.3%; General:2.1%,-6.2,19.0
KD028,Del Piero Trading CC,BV,Bhadresh Vallabh,50.0,narrow,Active but Narrow,🟡,1.0,1.34,1.5,33.5,0,0.0,24,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",81.8,83.7,PVA Paints:4.5%; Enamel:14.2%; Primers:20.0%; Woodcare:40.0%; Accessories:6.1%; QD Enamel:14.4%; Floor & Roof Paints:16.2%; General:10.4%; Putty:62.5%,-3.9,30.5
KS038,Sams Hardware,AC,Aboo Cassim,49.4,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,5,0.83,59,41.7,9,6,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Woodcare",65.5,42.7,PVA Paints:3.9%; Enamel:8.7%; Woodcare:20.0%; General:27.1%; Floor & Roof Paints:1.4%; Accessories:3.0%,42.37,100.0
KA109,Arham @ Melrose Hardware,AC,Aboo Cassim,49.3,at_risk,At-Risk,🟠,0.33,0.17,0.25,4.2,5,0.83,46,41.7,9,9,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",81.8,66.4,PVA Paints:8.7%; Floor & Roof Paints:14.9%; Primers:22.5%; Enamel:7.7%; Woodcare:36.0%; Specialised Coatings:33.3%; QD Enamel:3.8%; Waterproofing:10.5%; Accessories:12.1%,0.0,50.0
KA053,Archies Furniture & Hardware,NP,Nikhil Panchal,49.3,at_risk,At-Risk,🟠,1.67,1.84,1.5,46.0,0,0.0,21,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,65.9,Primers:22.5%; Woodcare:32.0%; Accessories:15.2%; PVA Paints:4.2%; Enamel:14.2%; Floor & Roof Paints:13.5%; General:22.9%; QD Enamel:24.0%; Waterproofing:7.9%; Specialised Coatings:8.3%,-9.15,4.2
KM043,Goldville SM  ta Meem H/War,AP,Amit Patel,49.3,narrow,Active but Narrow,🟡,0.67,0.84,0.83,21.0,0,0.0,54,0.0,8,8,"Accessories, Enamel, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",72.7,48.3,PVA Paints:3.2%; Enamel:6.0%; Primers:2.5%; Woodcare:28.0%; Specialised Coatings:25.0%; General:8.3%; Accessories:12.1%; QD Enamel:11.5%,22.29,100.0
KG011,Gani's Mining Services CC,BV,Bhadresh Vallabh,49.2,narrow,Active but Narrow,🟡,3.01,2.34,2.0,58.5,0,0.0,5,0.0,6,6,"Enamel, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",54.5,38.4,PVA Paints:0.6%; Enamel:11.5%; Primers:5.0%; QD Enamel:3.8%; Woodcare:20.0%; Specialised Coatings:16.7%,6.6,83.0
KG030,Grootvlei Hardware,NP,Nikhil Panchal,49.2,dormant,Dead / Dormant,🔴,0.0,0.17,0.17,4.2,0,0.0,172,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,89.0,PVA Paints:11.3%; Enamel:8.2%; Floor & Roof Paints:14.9%; Waterproofing:28.9%; Woodcare:48.0%; Putty:37.5%; General:43.8%; Accessories:21.2%; Primers:5.0%; QD Enamel:3.8%,0.0,50.0
KB106,BAPS Randburg,SP,SP,49.2,narrow,Active but Narrow,🟡,2.0,2.0,1.75,50.0,0,0.0,13,0.0,9,6,"Accessories, Floor & Roof Paints, PVA Paints, Primers, QD Enamel, Waterproofing",65.5,13.7,PVA Paints:1.3%; Accessories:9.1%; Floor & Roof Paints:1.4%; Primers:2.5%; QD Enamel:1.0%; Waterproofing:5.3%,10.96,100.0
KI006,Iqbals Welding Shop,AC,Aboo Cassim,49.1,narrow,Active but Narrow,🟡,3.01,2.34,3.0,58.5,1,0.17,12,8.3,6,5,"Accessories, Floor & Roof Paints, Primers, QD Enamel, Waterproofing",49.1,23.3,Accessories:9.1%; Floor & Roof Paints:4.1%; Primers:7.5%; QD Enamel:5.8%; Waterproofing:2.6%,40.64,100.0
KS026,S.A. Hardware,NP,Nikhil Panchal,49.0,at_risk,At-Risk,🟠,0.67,0.84,0.75,21.0,7,1.17,31,58.3,9,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, Waterproofing, Woodcare",76.4,80.8,Enamel:3.3%; Floor & Roof Paints:5.4%; Waterproofing:18.4%; Woodcare:44.0%; Putty:62.5%; Accessories:18.2%; PVA Paints:1.6%; General:8.3%,-15.02,0.0
KM022,Makhumi S Market TA Mambose H,AP,Amit Patel,48.8,narrow,Active but Narrow,🟡,0.33,0.5,0.33,12.5,0,0.0,12,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,41.1,PVA Paints:1.6%; Enamel:7.7%; Accessories:6.1%; QD Enamel:11.5%; Woodcare:28.0%; Primers:2.5%; General:12.5%; Floor & Roof Paints:6.8%; Waterproofing:15.8%,38.05,100.0
KB100,Builders Direct Depot Pty Ltd,NP,Nikhil Panchal,48.7,at_risk,At-Risk,🟠,1.34,1.67,1.5,41.8,0,0.0,27,0.0,9,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,91.2,PVA Paints:7.8%; Primers:15.0%; Enamel:16.4%; Woodcare:48.0%; General:27.1%; QD Enamel:15.4%; Accessories:9.1%; Waterproofing:28.9%; Putty:37.5%,-16.86,0.0
KC012,Cassim Tayob,NP,Nikhil Panchal,48.6,at_risk,At-Risk,🟠,1.0,1.5,2.0,37.5,0,0.0,18,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,79.5,PVA Paints:12.0%; Primers:12.5%; Enamel:35.0%; Floor & Roof Paints:27.0%; Woodcare:72.0%; QD Enamel:9.6%; General:16.7%; Accessories:3.0%; Waterproofing:2.6%; Specialised Coatings:8.3%,-26.42,0.0
KL023,MA Hardware,AP,Amit Patel,48.3,narrow,Active but Narrow,🟡,0.33,0.67,0.75,16.8,0,0.0,25,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,62.5,PVA Paints:2.6%; Enamel:18.6%; Woodcare:48.0%; General:6.2%; Accessories:18.2%; QD Enamel:6.7%; Waterproofing:28.9%; Primers:10.0%; Floor & Roof Paints:1.4%,3.54,67.7
KW004,Buildware ta Siam Trading,BV,Bhadresh Vallabh,47.9,narrow,Active but Narrow,🟡,1.34,1.0,1.0,25.0,0,0.0,5,0.0,6,6,"Accessories, Enamel, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",54.5,91.6,Enamel:15.8%; Waterproofing:34.2%; Woodcare:48.0%; Accessories:12.1%; QD Enamel:10.6%; Specialised Coatings:16.7%,5.45,77.2
KK038,Kelly's Hardware,BV,Bhadresh Vallabh,47.7,narrow,Active but Narrow,🟡,0.33,0.5,0.58,12.5,0,0.0,48,0.0,9,7,"Accessories, Enamel, Floor & Roof Paints, PVA Paints, Putty, QD Enamel, Woodcare",70.9,55.5,PVA Paints:0.3%; Putty:50.0%; Accessories:9.1%; QD Enamel:11.5%; Floor & Roof Paints:1.4%; Enamel:4.9%; Woodcare:20.0%,79.25,100.0
KM152,Mkhwenyana Hardware,NP,Nikhil Panchal,47.5,at_risk,At-Risk,🟠,1.0,0.84,0.75,21.0,0,0.0,40,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,100.0,PVA Paints:13.3%; Enamel:13.1%; Floor & Roof Paints:18.9%; Primers:7.5%; Waterproofing:21.1%; Accessories:18.2%; QD Enamel:4.8%; Woodcare:84.0%; Putty:62.5%; General:8.3%,-74.26,0.0
KQ009,Keystone Diy (PTY) LTD,NP,Nikhil Panchal,47.4,narrow,Active but Narrow,🟡,1.34,1.84,1.33,46.0,0,0.0,4,0.0,7,6,"Accessories, Enamel, PVA Paints, QD Enamel, Waterproofing, Woodcare",58.2,77.5,Enamel:15.3%; Woodcare:72.0%; Accessories:9.1%; QD Enamel:16.3%; PVA Paints:1.0%; Waterproofing:2.6%,-0.98,45.1
KV021,Vaal Auto Paints,AC,Aboo Cassim,47.3,at_risk,At-Risk,🟠,2.0,2.51,1.25,62.7,7,1.17,53,58.3,5,5,"Accessories, Floor & Roof Paints, PVA Paints, Putty, Waterproofing",45.5,48.8,PVA Paints:12.6%; Floor & Roof Paints:6.8%; Putty:25.0%; Waterproofing:10.5%; Accessories:6.1%,-7.47,12.6
KT007,Tourist Bazaar,BV,Bhadresh Vallabh,47.3,dormant,Dead / Dormant,🔴,0.0,0.17,0.5,4.2,3,0.5,151,5.0,11,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",94.5,64.3,PVA Paints:1.6%; Enamel:9.8%; Floor & Roof Paints:8.1%; Woodcare:28.0%; General:35.4%; Accessories:18.2%; Specialised Coatings:33.3%; Putty:12.5%; QD Enamel:3.8%; Primers:10.0%,0.0,50.0
KP009,Payless Hardware,BV,Bhadresh Vallabh,47.1,at_risk,At-Risk,🟠,0.67,0.84,0.75,21.0,4,0.67,33,33.3,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,80.2,PVA Paints:6.5%; Enamel:24.6%; Floor & Roof Paints:18.9%; Primers:5.0%; Woodcare:72.0%; General:14.6%; Accessories:18.2%; QD Enamel:4.8%; Waterproofing:15.8%,-9.62,1.9
KB046,Powerbuild Express,AP,Amit Patel,47.1,at_risk,At-Risk,🟠,1.0,1.0,0.92,25.0,4,0.67,28,33.3,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",85.5,68.1,PVA Paints:5.5%; Enamel:14.2%; Floor & Roof Paints:23.0%; QD Enamel:16.3%; Primers:7.5%; Accessories:18.2%; Woodcare:48.0%; General:2.1%; Waterproofing:18.4%,-39.1,0.0
KA111,Akoob Group PTY (LTD),AC,Aboo Cassim,47.0,at_risk,At-Risk,🟠,0.67,1.67,1.58,41.8,4,0.67,52,33.3,8,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, QD Enamel, Woodcare",72.7,63.9,PVA Paints:12.9%; Enamel:17.5%; Woodcare:56.0%; Floor & Roof Paints:2.7%; Putty:12.5%; General:4.2%; Accessories:18.2%; QD Enamel:3.8%,-9.75,1.2
KS080,Sehlware (Pty) Ltd,AP,Amit Patel,46.9,at_risk,At-Risk,🟠,0.33,0.84,0.83,21.0,4,0.67,28,33.3,9,9,"Accessories, Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",81.8,81.1,Putty:62.5%; Accessories:24.2%; Waterproofing:15.8%; PVA Paints:3.6%; Enamel:14.2%; Primers:5.0%; Woodcare:48.0%; General:6.2%; QD Enamel:2.9%,-22.2,0.0
KA058,Acornhoek Hardware,BV,Bhadresh Vallabh,46.8,at_risk,At-Risk,🟠,1.34,1.17,1.5,29.2,0,0.0,27,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",81.8,100.0,Floor & Roof Paints:18.9%; PVA Paints:8.7%; Enamel:26.2%; Primers:20.0%; Waterproofing:34.2%; Woodcare:76.0%; Accessories:45.5%; General:29.2%; QD Enamel:5.8%,-10.45,0.0
KM071,Inyameko Trading 1605cc,NP,Nikhil Panchal,46.7,at_risk,At-Risk,🟠,4.68,4.68,4.58,100.0,0,0.0,5,0.0,4,4,"Accessories, Enamel, Primers, QD Enamel",36.4,69.2,Enamel:14.8%; Accessories:6.1%; QD Enamel:30.8%; Primers:17.5%,-9.52,2.4
KM160,Mr Build Musina (PTY) LTD,AP,Amit Patel,46.6,at_risk,At-Risk,🟠,0.67,0.84,1.08,21.0,1,0.17,7,8.3,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,85.4,Primers:22.5%; Enamel:15.3%; Waterproofing:39.5%; Woodcare:52.0%; Floor & Roof Paints:14.9%; General:10.4%; Accessories:21.2%; QD Enamel:12.5%; PVA Paints:8.4%; Specialised Coatings:16.7%,-29.06,0.0
KH002,Handy Joes Hardware,BV,Bhadresh Vallabh,46.6,at_risk,At-Risk,🟠,1.34,1.84,1.67,46.0,0,0.0,5,0.0,8,8,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",72.7,82.8,PVA Paints:10.0%; Enamel:23.0%; Floor & Roof Paints:20.3%; Primers:7.5%; Woodcare:80.0%; Specialised Coatings:16.7%; General:4.2%; QD Enamel:3.8%,-8.86,5.7
KG027,Emgwenya Investments Pty Ltd,BV,Bhadresh Vallabh,46.5,at_risk,At-Risk,🟠,1.34,1.34,1.67,33.5,0,0.0,20,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,72.1,Primers:35.0%; Enamel:9.3%; Waterproofing:26.3%; Woodcare:40.0%; Floor & Roof Paints:12.2%; PVA Paints:0.6%; General:12.5%; Accessories:27.3%; QD Enamel:8.7%; Specialised Coatings:8.3%,-13.48,0.0
KN026,New South Building Supplies,AC,Aboo Cassim,46.5,narrow,Active but Narrow,🟡,0.33,0.5,0.67,12.5,4,0.67,56,33.3,7,7,"Accessories, Enamel, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings",63.6,28.7,Specialised Coatings:8.3%; PVA Paints:0.6%; QD Enamel:4.8%; Primers:17.5%; Accessories:6.1%; Putty:12.5%; Enamel:0.5%,20.8,100.0
KS021,Shalom Hardware,AP,Amit Patel,46.4,at_risk,At-Risk,🟠,0.33,0.33,0.42,8.2,3,0.5,33,25.0,8,8,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Woodcare",72.7,93.4,Primers:17.5%; Enamel:28.4%; Specialised Coatings:25.0%; Woodcare:68.0%; Floor & Roof Paints:8.1%; General:35.4%; PVA Paints:0.6%; QD Enamel:3.8%,-3.64,31.8
KM109,Mullas  Hardware,AC,Aboo Cassim,46.2,at_risk,At-Risk,🟠,0.67,0.67,1.5,16.8,7,1.17,42,58.3,9,6,"Enamel, General, Primers, QD Enamel, Specialised Coatings, Woodcare",65.5,90.6,Woodcare:80.0%; QD Enamel:14.4%; Enamel:7.7%; General:2.1%; Primers:15.0%; Specialised Coatings:16.7%,-20.93,0.0
KR027,Easy Hardware,AP,Amit Patel,46.2,at_risk,At-Risk,🟠,0.67,0.67,0.83,16.8,0,0.0,34,0.0,11,11,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",100.0,80.2,Enamel:16.4%; Waterproofing:21.1%; Woodcare:56.0%; Putty:50.0%; General:10.4%; Accessories:24.2%; QD Enamel:9.6%; Floor & Roof Paints:8.1%; Primers:7.5%; Specialised Coatings:16.7%; PVA Paints:0.6%,-92.64,0.0
KE009,Easy Build,NP,Nikhil Panchal,45.8,at_risk,At-Risk,🟠,1.34,1.17,1.5,29.2,0,0.0,19,0.0,9,8,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Woodcare",76.4,100.0,PVA Paints:12.9%; Enamel:20.8%; Primers:7.5%; Woodcare:68.0%; Specialised Coatings:16.7%; Putty:37.5%; QD Enamel:9.6%; General:35.4%,-9.19,4.0
KG006,Gulmohur Building Supplies P L,NP,Nikhil Panchal,45.7,at_risk,At-Risk,🟠,1.0,1.0,1.08,25.0,3,0.5,27,25.0,11,9,"Enamel, General, PVA Paints, Primers, Putty, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",89.1,59.6,PVA Paints:4.5%; Enamel:13.1%; Primers:12.5%; Waterproofing:13.2%; Woodcare:40.0%; QD Enamel:2.9%; Putty:25.0%; General:14.6%; Specialised Coatings:8.3%,-32.46,0.0
KS012,Solly's Hardware (Oxford),BV,Bhadresh Vallabh,45.6,at_risk,At-Risk,🟠,0.67,0.84,0.75,21.0,4,0.67,3,33.3,10,5,"Enamel, Primers, QD Enamel, Specialised Coatings, Woodcare",63.6,100.0,Primers:15.0%; Enamel:23.0%; Woodcare:68.0%; QD Enamel:15.4%; Specialised Coatings:8.3%,-8.35,8.2
KC023,Choice Hardware & Electrical,BV,Bhadresh Vallabh,45.5,at_risk,At-Risk,🟠,1.0,1.0,1.0,25.0,0,0.0,33,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,79.8,PVA Paints:6.8%; Enamel:16.9%; Woodcare:44.0%; Accessories:18.2%; QD Enamel:5.8%; Floor & Roof Paints:18.9%; Putty:37.5%; Waterproofing:34.2%; Primers:2.5%; General:14.6%,-25.44,0.0
KB025,Balkan Trading CC,AC,Aboo Cassim,45.3,at_risk,At-Risk,🟠,1.0,1.17,2.42,29.2,0,0.0,33,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, QD Enamel, Specialised Coatings, Waterproofing, Woodcare",90.9,71.3,PVA Paints:12.9%; Enamel:15.8%; Floor & Roof Paints:24.3%; Primers:10.0%; Waterproofing:15.8%; QD Enamel:4.8%; Accessories:9.1%; Woodcare:44.0%; General:8.3%; Specialised Coatings:33.3%,-32.02,0.0
KT003,Thanda Bantu Masakhane,BV,Bhadresh Vallabh,45.2,narrow,Active but Narrow,🟡,0.33,0.5,0.42,12.5,4,0.67,62,33.3,6,6,"Accessories, Enamel, PVA Paints, Primers, Waterproofing, Woodcare",54.5,38.0,Accessories:12.1%; PVA Paints:3.6%; Enamel:5.5%; Woodcare:28.0%; Primers:2.5%; Waterproofing:5.3%,34.72,100.0
KN010,Northam Hardware,BV,Bhadresh Vallabh,45.2,dormant,Dead / Dormant,🔴,0.0,0.33,0.58,8.2,4,0.67,119,13.3,7,6,"Accessories, Enamel, PVA Paints, QD Enamel, Waterproofing, Woodcare",58.2,69.7,Enamel:7.1%; Waterproofing:23.7%; Woodcare:56.0%; PVA Paints:0.6%; Accessories:15.2%; QD Enamel:1.9%,7.72,88.6
KM061,Manish Naran,AC,Aboo Cassim,45.2,narrow,Active but Narrow,🟡,1.67,1.0,1.08,25.0,0,0.0,41,0.0,7,3,"Enamel, PVA Paints, Woodcare",41.8,76.3,Enamel:16.9%; Woodcare:40.0%; PVA Paints:0.3%,53.1,100.0
KT005,Delli 786 TATshaulu HW,AP,Amit Patel,45.1,at_risk,At-Risk,🟠,1.0,0.67,0.75,16.8,0,0.0,7,0.0,10,10,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing, Woodcare",90.9,91.2,Enamel:15.8%; Putty:75.0%; General:14.6%; QD Enamel:1.9%; PVA Paints:2.9%; Primers:7.5%; Waterproofing:21.1%; Woodcare:52.0%; Accessories:30.3%; Floor & Roof Paints:6.8%,-25.69,0.0
KD004,Discount Hardware,BV,Bhadresh Vallabh,44.9,at_risk,At-Risk,🟠,0.67,0.84,1.0,21.0,0,0.0,40,0.0,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Putty, QD Enamel, Waterproofing, Woodcare",85.5,93.2,PVA Paints:6.1%; Enamel:15.3%; Waterproofing:28.9%; Woodcare:52.0%; Putty:50.0%; Accessories:27.3%; General:14.6%; QD Enamel:4.8%; Floor & Roof Paints:10.8%,-95.76,0.0
KC056,Cheap Cheap Hardware,AP,Amit Patel,44.9,narrow,Active but Narrow,🟡,0.67,0.5,0.33,12.5,2,0.33,53,16.7,7,7,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, QD Enamel, Waterproofing",63.6,34.5,PVA Paints:4.9%; Enamel:10.4%; Floor & Roof Paints:6.8%; Waterproofing:15.8%; QD Enamel:2.9%; Accessories:9.1%; General:10.4%,10.02,100.0
KM165,M.A. HARDWARE,NP,Nikhil Panchal,44.9,at_risk,At-Risk,🟠,0.33,0.17,0.08,4.2,2,0.33,62,16.7,7,7,"Accessories, Enamel, General, PVA Paints, QD Enamel, Waterproofing, Woodcare",63.6,98.5,PVA Paints:5.5%; Enamel:15.3%; Waterproofing:34.2%; Woodcare:80.0%; General:12.5%; Accessories:18.2%; QD Enamel:6.7%,0.0,50.0
KN018,Naaz Hardware & Furniture,AP,Amit Patel,44.6,at_risk,At-Risk,🟠,0.33,1.34,1.08,33.5,2,0.33,81,16.7,10,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Waterproofing",85.5,54.1,PVA Paints:3.6%; Waterproofing:18.4%; Putty:37.5%; Accessories:21.2%; Primers:10.0%; Enamel:4.9%; Floor & Roof Paints:5.4%; QD Enamel:12.5%; General:8.3%,-20.97,0.0
KA002,Angamia Building Material,BV,Bhadresh Vallabh,44.5,at_risk,At-Risk,🟠,1.0,1.5,1.67,37.5,0,0.0,63,0.0,11,8,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, QD Enamel, Specialised Coatings, Woodcare",83.6,44.8,PVA Paints:4.9%; Enamel:13.7%; Woodcare:32.0%; Floor & Roof Paints:4.1%; Accessories:9.1%; QD Enamel:2.9%; General:14.6%; Specialised Coatings:8.3%,-5.51,22.4
KW003,Wolhuterskop Trading,BV,Bhadresh Vallabh,44.2,at_risk,At-Risk,🟠,0.67,1.0,1.08,25.0,3,0.5,34,25.0,9,8,"Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",76.4,75.3,PVA Paints:7.1%; Enamel:19.1%; Woodcare:52.0%; QD Enamel:5.8%; Primers:17.5%; Floor & Roof Paints:5.4%; Putty:37.5%; General:6.2%,-18.62,0.0
KB101,Berario Hardware & Tool,BV,Bhadresh Vallabh,43.9,narrow,Active but Narrow,🟡,0.33,0.67,0.92,16.8,0,0.0,80,0.0,7,7,"Accessories, Enamel, PVA Paints, Primers, QD Enamel, Waterproofing, Woodcare",63.6,37.8,Waterproofing:7.9%; Woodcare:24.0%; PVA Paints:0.3%; Accessories:21.2%; QD Enamel:2.9%; Enamel:4.9%; Primers:5.0%,63.54,100.0
KA115,Amin Supermarket T/A Ayat HW,AP,Amit Patel,43.9,dormant,Dead / Dormant,🔴,0.0,0.17,0.08,4.2,0,0.0,116,0.0,9,9,"Accessories, Enamel, Floor & Roof Paints, General, PVA Paints, Primers, Putty, QD Enamel, Woodcare",81.8,72.2,PVA Paints:5.8%; Enamel:7.1%; Floor & Roof Paints:8.1%; Primers:12.5%; Woodcare:56.0%; Putty:50.0%; General:6.2%; Accessories:9.1%; QD Enamel:7.7%,0.0,50.0
